N,infa_C_Au,infa_S_Mg,infa_S_O,cc,cs_Mg,cs_O,ave_GCN,csDist_Mg,csDist_O,Zdist,Ecoh,Eadh,Eb,Etot,Config
4,2,2,0,2.5,2,0,3.26,3.017,0.367,1.208,-1.544,-2.641,-2.205,-377.456,4Au_c
4,0,0,0,2.5,0,0,3.677,3.456,0.828,0.542,-1.544,-1.788,-1.991,-376.604,4Au_c
4,0,0,0,2.5,0,0,4.103,3.9,1.289,0.542,-1.544,-1.106,-1.821,-375.921,4Au_c
4,4,8,3,2.5,12,6,2.425,2.211,-0.556,5.5,-1.544,2.824,-0.838,-371.991,4Au_c
4,4,5,2,2.5,7,3,2.816,2.626,-0.095,4.292,-1.544,-2.358,-2.134,-377.173,4Au_c
4,2,2,0,2.5,2,0,3.225,3.053,0.367,1.208,-1.544,-2.614,-2.198,-377.429,4Au_c
4,0,0,0,2.5,0,0,3.646,3.487,0.828,0.542,-1.544,-1.782,-1.99,-376.597,4Au_c
4,0,0,0,2.5,0,0,4.075,3.928,1.289,0.542,-1.544,-1.089,-1.816,-375.904,4Au_c
4,4,6,3,2.5,10,7,2.405,2.257,-0.556,4.646,-1.544,3.195,-0.745,-371.62,4Au_c
4,4,6,1,2.5,9,3,2.799,2.663,-0.095,4.292,-1.544,-1.875,-2.013,-376.69,4Au_c
4,3,3,0,2.5,3,0,3.211,3.084,0.367,1.583,-1.544,-2.427,-2.151,-377.242,4Au_c
4,0,0,0,2.5,0,0,3.633,3.514,0.828,0.542,-1.544,-1.739,-1.979,-376.554,4Au_c
4,0,0,0,2.5,0,0,4.064,3.952,1.289,0.542,-1.544,-1.077,-1.814,-375.892,4Au_c
4,4,7,4,2.5,10,5,2.392,2.158,-0.556,5.167,-1.544,2.437,-0.935,-372.378,4Au_c
4,4,5,1,2.5,7,4,2.785,2.578,-0.095,3.958,-1.544,-2.2,-2.094,-377.015,4Au_c
4,3,3,0,2.5,3,0,3.197,3.009,0.367,1.583,-1.544,-2.541,-2.179,-377.356,4Au_c
4,4,6,4,2.5,10,4,2.426,2.109,-0.556,5.708,-1.544,2.038,-1.035,-372.777,4Au_c
4,4,5,0,2.5,6,4,2.815,2.536,-0.095,3.042,-1.544,-2.346,-2.131,-377.161,4Au_c
4,3,2,0,2.5,2,0,3.222,2.974,0.367,1.604,-1.544,-2.632,-2.202,-377.447,4Au_c
4,0,0,0,2.5,0,0,3.643,3.417,0.828,0.542,-1.544,-1.8,-1.994,-376.615,4Au_c
4,0,0,0,2.5,0,0,4.072,3.865,1.289,0.542,-1.544,-1.079,-1.814,-375.895,4Au_c
4,4,7,4,2.5,11,5,2.379,2.138,-0.556,5.688,-1.544,2.308,-0.967,-372.507,4Au_c
4,4,5,0,2.5,6,4,2.775,2.561,-0.095,3.479,-1.544,-2.34,-2.129,-377.155,4Au_c
4,4,3,0,2.5,2,0,3.188,2.995,0.367,1.958,-1.544,-2.595,-2.193,-377.41,4Au_c
4,0,0,0,2.5,0,0,3.612,3.436,0.828,0.542,-1.544,-1.775,-1.988,-376.59,4Au_c
4,0,0,0,2.5,0,0,4.044,3.882,1.289,0.542,-1.544,-1.085,-1.815,-375.9,4Au_c
4,4,6,3,2.5,8,5,2.384,2.242,-0.556,4.812,-1.544,2.882,-0.824,-371.933,4Au_c
4,4,5,0,2.5,7,3,2.78,2.651,-0.095,3.083,-1.544,-2.17,-2.087,-376.985,4Au_c
4,3,3,0,2.5,1,0,3.193,3.073,0.367,1.938,-1.544,-2.528,-2.176,-377.343,4Au_c
4,0,0,0,2.5,0,0,3.617,3.505,0.828,0.542,-1.544,-1.76,-1.984,-376.575,4Au_c
4,0,0,0,2.5,0,0,4.049,3.944,1.289,0.542,-1.544,-1.083,-1.815,-375.898,4Au_c
4,4,5,3,2.5,7,4,2.302,2.361,-0.556,3.625,-1.544,3.371,-0.701,-371.444,4Au_c
4,4,5,0,2.5,7,3,2.71,2.754,-0.095,3.083,-1.544,-1.845,-2.006,-376.66,4Au_c
4,4,3,0,2.5,3,0,3.132,3.164,0.367,1.958,-1.544,-2.419,-2.149,-377.234,4Au_c
4,0,0,0,2.5,0,0,3.563,3.585,0.828,0.542,-1.544,-1.732,-1.977,-376.547,4Au_c
4,4,7,2,2.5,9,6,2.169,2.397,-0.556,4.542,-1.544,4.359,-0.454,-370.456,4Au_c
4,0,0,0,2.5,0,0,3.524,3.536,0.828,0.542,-1.544,-1.739,-1.979,-376.554,4Au_c
4,4,7,4,2.5,11,4,2.373,2.139,-0.556,6.062,-1.544,2.389,-0.947,-372.426,4Au_c
4,0,0,0,2.5,0,0,4.051,3.893,1.289,0.542,-1.544,-1.072,-1.812,-375.887,4Au_c
4,4,5,0,2.5,5,2,2.595,2.781,-0.095,2.667,-1.544,-1.548,-1.931,-376.363,4Au_c
4,4,4,0,2.5,4,0,3.032,3.185,0.367,1.917,-1.544,-2.25,-2.107,-377.065,4Au_c
4,0,0,0,2.5,0,0,3.475,3.603,0.828,0.542,-1.544,-1.682,-1.965,-376.497,4Au_c
4,0,0,0,2.5,0,0,3.923,4.03,1.289,0.542,-1.544,-1.061,-1.809,-375.876,4Au_c
4,4,5,3,2.5,7,8,2.235,2.385,-0.556,4.083,-1.544,3.935,-0.56,-370.88,4Au_c
4,4,5,0,2.5,7,3,2.652,2.771,-0.095,3.083,-1.544,-1.669,-1.962,-376.484,4Au_c
4,4,4,0,2.5,3,0,3.082,3.177,0.367,2.312,-1.544,-2.315,-2.123,-377.13,4Au_c
4,0,0,0,2.5,0,0,3.519,3.596,0.828,0.542,-1.544,-1.726,-1.976,-376.541,4Au_c
4,0,0,0,2.5,0,0,3.962,4.024,1.289,0.542,-1.544,-1.068,-1.811,-375.883,4Au_c
4,4,5,2,2.5,7,6,2.298,2.368,-0.556,3.854,-1.544,3.344,-0.708,-371.471,4Au_c
4,4,5,0,2.5,7,2,2.706,2.758,-0.095,3.083,-1.544,-1.895,-2.018,-376.71,4Au_c
4,4,3,0,2.5,3,0,3.128,3.167,0.367,1.958,-1.544,-2.413,-2.148,-377.228,4Au_c
4,0,0,0,2.5,0,0,3.56,3.588,0.828,0.542,-1.544,-1.755,-1.983,-376.57,4Au_c
4,0,0,0,2.5,0,0,3.998,4.017,1.289,0.542,-1.544,-1.073,-1.813,-375.889,4Au_c
4,4,7,2,2.5,9,7,2.174,2.325,-0.556,4.312,-1.544,4.445,-0.433,-370.37,4Au_c
4,4,4,0,2.5,4,3,2.6,2.72,-0.095,2.312,-1.544,-1.542,-1.93,-376.357,4Au_c
4,4,4,0,2.5,4,0,3.037,3.132,0.367,1.917,-1.544,-2.239,-2.104,-377.054,4Au_c
4,0,0,0,2.5,0,0,3.479,3.556,0.828,0.542,-1.544,-1.672,-1.962,-376.487,4Au_c
4,0,0,0,2.5,0,0,3.926,3.989,1.289,0.542,-1.544,-1.071,-1.812,-375.886,4Au_c
4,4,7,3,2.5,7,5,2.243,2.292,-0.556,5.083,-1.544,3.623,-0.638,-371.192,4Au_c
4,4,5,0,2.5,6,3,2.659,2.692,-0.095,3.083,-1.544,-1.847,-2.006,-376.662,4Au_c
4,4,4,0,2.5,4,0,3.087,3.109,0.367,1.917,-1.544,-2.376,-2.138,-377.191,4Au_c
4,4,6,2,2.5,8,5,2.095,2.485,-0.556,4,-1.604,5.115,-0.326,-369.94,4Au_d
4,4,4,0,2.5,4,3,2.534,2.858,-0.095,2.75,-1.604,-1.544,-1.991,-376.6,4Au_d
4,4,4,0,2.5,4,0,2.98,3.254,0.367,1.917,-1.604,-2.258,-2.169,-377.313,4Au_d
4,0,0,0,2.5,0,0,3.43,3.664,0.828,0.542,-1.604,-1.726,-2.036,-376.782,4Au_d
4,0,0,0,2.5,0,0,3.883,4.086,1.289,0.542,-1.604,-1.091,-1.877,-376.147,4Au_d
4,4,5,2,2.5,7,6,2.134,2.433,-0.556,3.833,-1.604,4.718,-0.425,-370.338,4Au_d
4,4,5,0,2.5,5,1,2.568,2.813,-0.095,2.646,-1.604,-1.641,-2.015,-376.697,4Au_d
4,4,4,0,2.5,4,0,3.009,3.214,0.367,1.917,-1.604,-2.298,-2.179,-377.353,4Au_d
4,0,0,0,2.5,0,0,3.455,3.629,0.828,0.542,-1.604,-1.711,-2.032,-376.767,4Au_d
4,0,0,0,2.5,0,0,3.905,4.054,1.289,0.542,-1.604,-1.075,-1.873,-376.131,4Au_d
4,4,5,3,2.5,8,7,2.242,2.355,-0.556,4,-1.604,3.292,-0.781,-371.764,4Au_d
4,4,5,0,2.5,6,3,2.658,2.745,-0.095,3.083,-1.604,-1.827,-2.061,-376.882,4Au_d
4,4,4,0,2.5,3,0,3.086,3.154,0.367,2.312,-1.604,-2.399,-2.204,-377.454,4Au_d
4,0,0,0,2.5,0,0,3.523,3.576,0.828,0.542,-1.604,-1.754,-2.043,-376.809,4Au_d
4,0,0,0,2.5,0,0,3.965,4.006,1.289,0.542,-1.604,-1.072,-1.872,-376.127,4Au_d
4,0,0,0,2.5,0,0,4.011,3.942,1.289,0.542,-1.604,-1.07,-1.872,-376.125,4Au_d
4,4,6,4,2.5,9,6,2.31,2.268,-0.556,4.521,-1.604,2.576,-0.96,-372.48,4Au_d
4,4,5,0,2.5,7,4,2.715,2.67,-0.095,3.021,-1.604,-2.016,-2.108,-377.072,4Au_d
4,4,4,0,2.5,3,0,3.136,3.089,0.367,2.292,-1.604,-2.458,-2.219,-377.514,4Au_d
4,0,0,0,2.5,0,0,3.566,3.518,0.828,0.542,-1.604,-1.739,-2.039,-376.795,4Au_d
4,0,0,0,2.5,0,0,4.003,3.954,1.289,0.542,-1.604,-1.071,-1.872,-376.127,4Au_d
4,4,6,2,2.5,7,5,2.271,2.326,-0.556,4.938,-1.604,3.12,-0.825,-371.936,4Au_d
4,3,3,0,2.5,3,0,3.109,3.134,0.367,1.562,-1.604,-2.368,-2.196,-377.423,4Au_d
4,0,0,0,2.5,0,0,3.543,3.558,0.828,0.542,-1.604,-1.753,-2.043,-376.809,4Au_d
4,0,0,0,2.5,0,0,3.983,3.99,1.289,0.542,-1.604,-1.088,-1.876,-376.143,4Au_d
4,4,7,4,2.5,12,5,2.475,2.086,-0.556,6,-1.604,2.584,-0.958,-372.471,4Au_d
4,4,5,1,2.5,6,4,2.857,2.518,-0.095,4,-1.604,-2.235,-2.163,-377.29,4Au_d
4,2,2,0,2.5,1,0,3.26,2.959,0.367,1.229,-1.604,-2.557,-2.244,-377.613,4Au_d
4,0,0,0,2.5,0,0,3.676,3.405,0.828,0.542,-1.604,-1.772,-2.047,-376.828,4Au_d
4,0,0,0,2.5,0,0,4.102,3.854,1.289,0.542,-1.604,-1.065,-1.871,-376.121,4Au_d
4,4,7,4,2.5,8,6,2.397,2.196,-0.556,5.229,-1.604,2.339,-1.02,-372.717,4Au_d
4,4,5,0,2.5,8,3,2.79,2.61,-0.095,3.458,-1.604,-2.167,-2.146,-377.222,4Au_d
4,3,3,0,2.5,3,0,3.201,3.037,0.367,1.583,-1.604,-2.522,-2.235,-377.578,4Au_d
4,0,0,0,2.5,0,0,3.624,3.473,0.828,0.542,-1.604,-1.744,-2.041,-376.8,4Au_d
4,0,0,0,2.5,0,0,4.055,3.915,1.289,0.542,-1.604,-1.067,-1.871,-376.123,4Au_d
4,4,5,0,2.5,7,3,2.698,2.706,-0.095,3.083,-1.604,-1.973,-2.098,-377.028,4Au_d
4,4,4,0,2.5,3,0,3.121,3.12,0.367,2.312,-1.604,-2.436,-2.214,-377.492,4Au_d
4,0,0,0,2.5,0,0,3.553,3.546,0.828,0.542,-1.604,-1.761,-2.045,-376.817,4Au_d
4,0,0,0,2.5,0,0,3.992,3.979,1.289,0.542,-1.604,-1.072,-1.872,-376.127,4Au_d
4,4,5,2,2.5,7,7,2.163,2.403,-0.556,3.813,-1.604,4.261,-0.539,-370.795,4Au_d
4,4,5,0,2.5,6,2,2.591,2.787,-0.095,2.646,-1.604,-1.715,-2.033,-376.771,4Au_d
4,4,4,0,2.5,4,0,3.029,3.191,0.367,1.917,-1.604,-2.328,-2.186,-377.384,4Au_d
4,0,0,0,2.5,0,0,3.473,3.608,0.828,0.542,-1.604,-1.74,-2.039,-376.796,4Au_d
4,0,0,0,2.5,0,0,3.921,4.035,1.289,0.542,-1.604,-1.075,-1.873,-376.13,4Au_d
4,4,5,1,2.5,8,6,2.107,2.467,-0.556,3.604,-1.604,5.211,-0.302,-369.845,4Au_d
4,4,4,0,2.5,4,1,2.545,2.843,-0.095,2.312,-1.604,-1.564,-1.995,-376.619,4Au_d
4,4,4,0,2.5,4,0,2.99,3.24,0.367,1.917,-1.604,-2.266,-2.171,-377.322,4Au_d
4,0,0,0,2.5,0,0,3.438,3.652,0.828,0.542,-1.604,-1.704,-2.03,-376.76,4Au_d
4,0,0,0,2.5,0,0,3.89,4.075,1.289,0.542,-1.604,-1.076,-1.874,-376.132,4Au_d
4,4,6,4,2.5,11,4,2.526,2.046,-0.556,6.042,-1.604,2.242,-1.044,-372.814,4Au_d
4,4,6,1,2.5,9,4,2.902,2.484,-0.095,4.708,-1.604,-2.289,-2.177,-377.345,4Au_d
4,3,2,0,2.5,3,0,3.299,2.93,0.367,1.625,-1.604,-2.581,-2.25,-377.637,4Au_d
4,0,0,0,2.5,0,0,3.712,3.379,0.828,0.542,-1.604,-1.775,-2.048,-376.831,4Au_d
4,0,0,0,2.5,0,0,4.134,3.831,1.289,0.542,-1.604,-1.081,-1.875,-376.137,4Au_d
4,4,6,4,2.5,11,6,2.446,2.157,-0.556,5.25,-1.604,2.147,-1.068,-372.909,4Au_d
4,4,6,1,2.5,6,4,2.832,2.577,-0.095,3.583,-1.604,-2.199,-2.154,-377.255,4Au_d
4,3,4,0,2.5,1,0,3.238,3.009,0.367,2.333,-1.604,-2.486,-2.226,-377.541,4Au_d
4,0,0,0,2.5,0,0,3.656,3.448,0.828,0.542,-1.604,-1.774,-2.048,-376.829,4Au_d
4,4,6,3,2.5,8,6,2.259,2.34,-0.556,4.708,-1.604,2.979,-0.86,-372.077,4Au_d
4,4,4,0,2.5,6,1,2.672,2.732,-0.095,2.75,-1.604,-1.955,-2.093,-377.01,4Au_d
4,4,4,0,2.5,4,0,3.098,3.143,0.367,1.917,-1.604,-2.427,-2.211,-377.483,4Au_d
4,0,0,0,2.5,0,0,3.533,3.566,0.828,0.542,-1.604,-1.759,-2.044,-376.815,4Au_d
4,0,0,0,2.5,0,0,3.974,3.997,1.289,0.542,-1.604,-1.072,-1.872,-376.128,4Au_d
4,4,6,2,2.5,8,6,2.124,2.451,-0.556,4,-1.604,4.607,-0.453,-370.448,4Au_d
4,4,4,0,2.5,6,3,2.558,2.828,-0.095,2.75,-1.604,-1.636,-2.013,-376.691,4Au_d
4,4,4,0,2.5,4,0,3.001,3.227,0.367,1.917,-1.604,-2.296,-2.178,-377.352,4Au_d
4,0,0,0,2.5,0,0,3.448,3.64,0.828,0.542,-1.604,-1.734,-2.038,-376.789,4Au_d
4,0,0,0,2.5,0,0,3.898,4.064,1.289,0.542,-1.604,-1.075,-1.873,-376.131,4Au_d
4,4,4,1,2.5,8,4,2.067,2.466,-0.556,4,-1.604,5.66,-0.189,-369.396,4Au_d
4,4,4,0,2.5,4,2,2.511,2.841,-0.095,1.917,-1.604,-1.451,-1.967,-376.506,4Au_d
4,4,4,0,2.5,4,0,2.961,3.238,0.367,1.917,-1.604,-2.22,-2.159,-377.275,4Au_d
4,0,0,0,2.5,0,0,3.413,3.65,0.828,0.542,-1.604,-1.718,-2.034,-376.774,4Au_d
4,0,0,0,2.5,0,0,3.868,4.073,1.289,0.542,-1.604,-1.077,-1.874,-376.133,4Au_d
4,4,6,2,2.5,8,5,2.095,2.485,-0.556,4,-1.604,5.115,-0.326,-369.94,4Au_d
4,4,4,0,2.5,4,3,2.534,2.858,-0.095,2.75,-1.604,-1.545,-1.991,-376.601,4Au_d
4,4,4,0,2.5,4,0,2.98,3.254,0.367,1.917,-1.604,-2.257,-2.169,-377.313,4Au_d
4,0,0,0,2.5,0,0,3.43,3.664,0.828,0.542,-1.604,-1.705,-2.031,-376.76,4Au_d
4,0,0,0,2.5,0,0,3.883,4.086,1.289,0.542,-1.604,-1.076,-1.873,-376.132,4Au_d
4,4,5,3,2.5,9,5,2.25,2.33,-0.556,4.75,-1.604,3.974,-0.611,-371.082,4Au_d
4,0,0,0,2.5,0,0,3.575,3.504,0.828,0.542,-1.604,-1.769,-2.047,-376.825,4Au_d
4,4,6,3,2.5,8,7,2.289,2.31,-0.556,4.333,-1.604,2.938,-0.87,-372.118,4Au_d
4,0,0,0,2.5,0,0,4.084,3.892,1.289,0.542,-1.604,-1.065,-1.871,-376.121,4Au_d
4,4,5,0,2.5,6,2,2.666,2.725,-0.095,2.646,-1.604,-1.859,-2.069,-376.915,4Au_d
4,3,3,0,2.5,3,0,3.094,3.137,0.367,1.562,-1.604,-2.354,-2.193,-377.409,4Au_d
4,0,0,0,2.5,0,0,3.53,3.561,0.828,0.542,-1.604,-1.724,-2.035,-376.78,4Au_d
4,0,0,0,2.5,0,0,3.972,3.994,1.289,0.542,-1.604,-1.072,-1.872,-376.127,4Au_d
4,4,6,4,2.5,9,6,2.289,2.281,-0.556,4.521,-1.604,2.849,-0.892,-372.206,4Au_d
4,4,5,0,2.5,7,4,2.697,2.681,-0.095,3.021,-1.604,-1.977,-2.099,-377.033,4Au_d
4,4,4,0,2.5,3,0,3.12,3.098,0.367,2.292,-1.604,-2.441,-2.215,-377.497,4Au_d
4,0,0,0,2.5,0,0,3.553,3.526,0.828,0.542,-1.604,-1.762,-2.045,-376.818,4Au_d
4,0,0,0,2.5,0,0,3.992,3.962,1.289,0.542,-1.604,-1.071,-1.872,-376.127,4Au_d
4,4,6,3,2.5,9,7,2.312,2.265,-0.556,4.354,-1.604,2.5,-0.979,-372.556,4Au_d
4,4,5,0,2.5,7,3,2.717,2.668,-0.095,3.021,-1.604,-2.068,-2.121,-377.123,4Au_d
4,4,4,0,2.5,4,0,3.137,3.088,0.367,1.917,-1.604,-2.481,-2.225,-377.537,4Au_d
4,0,0,0,2.5,0,0,3.567,3.517,0.828,0.542,-1.604,-1.744,-2.04,-376.8,4Au_d
4,0,0,0,2.5,0,0,4.004,3.954,1.289,0.542,-1.604,-1.069,-1.872,-376.125,4Au_d
4,4,6,3,2.5,11,6,2.373,2.204,-0.556,5.104,-1.604,3.173,-0.811,-371.883,4Au_d
4,4,5,1,2.5,6,3,2.771,2.618,-0.095,3.229,-1.604,-2.079,-2.124,-377.134,4Au_d
4,3,3,0,2.5,2,0,3.185,3.045,0.367,1.562,-1.604,-2.445,-2.216,-377.501,4Au_d
4,0,0,0,2.5,0,0,3.61,3.481,0.828,0.542,-1.604,-1.764,-2.045,-376.819,4Au_d
4,0,0,0,2.5,0,0,4.043,3.922,1.289,0.542,-1.604,-1.068,-1.871,-376.124,4Au_d
4,4,6,3,2.5,9,6,2.325,2.244,-0.556,4.938,-1.604,2.566,-0.963,-372.489,4Au_d
4,4,6,0,2.5,6,4,2.727,2.65,-0.095,3.375,-1.604,-2.082,-2.125,-377.137,4Au_d
4,4,4,0,2.5,4,0,3.146,3.072,0.367,1.917,-1.604,-2.488,-2.226,-377.543,4Au_d
4,4,5,1,3,8,5,2.272,2.431,-0.556,4.292,-1.649,3.892,-0.676,-371.341,4Au_e
4,4,5,0,3,6,1,2.685,2.814,-0.095,3.708,-1.649,-1.823,-2.105,-377.056,4Au_e
4,3,3,0,3,3,0,3.11,3.216,0.367,1.812,-1.649,-2.383,-2.245,-377.616,4Au_e
4,0,0,0,3,0,0,3.544,3.632,0.828,0.75,-1.649,-1.742,-2.084,-376.975,4Au_e
4,0,0,0,3,0,0,3.984,4.057,1.289,0.75,-1.649,-1.084,-1.92,-376.317,4Au_e
4,4,5,3,3,7,6,2.309,2.299,-0.556,4.667,-1.649,3.549,-0.762,-371.685,4Au_e
4,4,5,0,3,6,3,2.717,2.698,-0.095,3.312,-1.649,-1.881,-2.119,-377.114,4Au_e
4,3,4,0,3,2,0,3.138,3.114,0.367,2.167,-1.649,-2.362,-2.239,-377.595,4Au_e
4,0,0,0,3,0,0,3.569,3.541,0.828,0.75,-1.649,-1.748,-2.086,-376.981,4Au_e
4,0,0,0,3,0,0,4.006,3.975,1.289,0.75,-1.649,-1.086,-1.92,-376.319,4Au_e
4,4,6,2,3,8,6,2.202,2.378,-0.556,4.479,-1.649,4.324,-0.568,-370.909,4Au_e
4,4,5,0,3,6,2,2.625,2.766,-0.095,2.917,-1.649,-1.613,-2.052,-376.846,4Au_e
4,4,4,0,3,4,0,3.058,3.173,0.367,2.167,-1.649,-2.24,-2.209,-377.473,4Au_e
4,0,0,0,3,0,0,3.498,3.593,0.828,0.75,-1.649,-1.71,-2.076,-376.943,4Au_e
4,0,0,0,3,0,0,4.027,3.96,1.289,0.75,-1.649,-1.1,-1.924,-376.333,4Au_e
4,4,6,3,3,9,6,2.462,2.237,-0.556,5.062,-1.649,2.678,-0.979,-372.555,4Au_e
4,4,6,1,3,7,3,2.849,2.646,-0.095,4.292,-1.649,-2.251,-2.211,-377.484,4Au_e
4,3,4,0,3,1,0,3.254,3.069,0.367,2.562,-1.649,-2.57,-2.291,-377.803,4Au_e
4,0,0,0,3,0,0,3.672,3.501,0.828,0.75,-1.649,-1.801,-2.099,-377.034,4Au_e
4,0,0,0,3,0,0,4.098,3.94,1.289,0.75,-1.649,-1.102,-1.924,-376.335,4Au_e
4,4,7,2,3,9,6,2.335,2.279,-0.556,5.229,-1.649,2.663,-0.983,-372.57,4Au_e
4,4,5,0,3,7,2,2.737,2.682,-0.095,3.75,-1.649,-2.23,-2.206,-377.463,4Au_e
4,3,3,0,3,3,0,3.155,3.101,0.367,1.812,-1.649,-2.553,-2.287,-377.786,4Au_e
4,0,0,0,3,0,0,3.584,3.529,0.828,0.75,-1.649,-1.796,-2.098,-377.029,4Au_e
4,0,0,0,3,0,0,4.019,3.965,1.289,0.75,-1.649,-1.083,-1.919,-376.316,4Au_e
4,4,6,3,3,10,6,2.343,2.265,-0.556,5.458,-1.649,2.583,-1.003,-372.65,4Au_e
4,4,5,1,3,6,2,2.745,2.67,-0.095,3.896,-1.649,-2.247,-2.21,-377.48,4Au_e
4,3,3,0,3,3,0,3.162,3.09,0.367,1.812,-1.649,-2.517,-2.278,-377.75,4Au_e
4,0,0,0,3,0,0,3.59,3.52,0.828,0.75,-1.649,-1.799,-2.098,-377.032,4Au_e
4,0,0,0,3,0,0,4.025,3.957,1.289,0.75,-1.649,-1.101,-1.924,-376.334,4Au_e
4,4,7,4,3,10,6,2.42,2.156,-0.556,6,-1.649,1.908,-1.172,-373.325,4Au_e
4,4,5,0,3,8,4,2.811,2.576,-0.095,3.708,-1.649,-2.493,-2.272,-377.726,4Au_e
4,2,2,0,3,2,0,3.22,3.009,0.367,1.458,-1.649,-2.665,-2.315,-377.898,4Au_e
4,0,0,0,3,0,0,3.641,3.448,0.828,0.75,-1.649,-1.801,-2.099,-377.034,4Au_e
4,0,0,0,3,0,0,4.071,3.893,1.289,0.75,-1.649,-1.091,-1.922,-376.324,4Au_e
4,4,6,1,3,7,4,2.791,2.547,-0.095,3.854,-1.649,-2.576,-2.293,-377.809,4Au_e
4,3,2,0,3,3,0,3.202,2.983,0.367,1.854,-1.649,-2.725,-2.33,-377.958,4Au_e
4,0,0,0,3,0,0,3.625,3.426,0.828,0.75,-1.649,-1.814,-2.102,-377.047,4Au_e
4,0,0,0,3,0,0,4.056,3.873,1.289,0.75,-1.649,-1.115,-1.928,-376.348,4Au_e
4,4,7,4,3,10,6,2.408,2.165,-0.556,6,-1.649,1.926,-1.167,-373.307,4Au_e
4,4,5,0,3,8,4,2.8,2.584,-0.095,3.708,-1.649,-2.394,-2.247,-377.627,4Au_e
4,2,2,0,3,2,0,3.21,3.016,0.367,1.458,-1.649,-2.657,-2.313,-377.89,4Au_e
4,0,0,0,3,0,0,3.633,3.454,0.828,0.75,-1.649,-1.799,-2.099,-377.032,4Au_e
4,0,0,0,3,0,0,4.063,3.898,1.289,0.75,-1.649,-1.091,-1.921,-376.324,4Au_e
4,4,6,2,3,10,6,2.339,2.283,-0.556,5.271,-1.649,2.659,-0.984,-372.574,4Au_e
4,4,5,1,3,6,2,2.741,2.686,-0.095,3.896,-1.649,-2.212,-2.202,-377.445,4Au_e
4,3,3,0,3,3,0,3.158,3.104,0.367,1.812,-1.649,-2.5,-2.274,-377.733,4Au_e
4,0,0,0,3,0,0,3.587,3.532,0.828,0.75,-1.649,-1.794,-2.097,-377.027,4Au_e
4,0,0,0,3,0,0,4.022,3.968,1.289,0.75,-1.649,-1.081,-1.919,-376.314,4Au_e
4,4,5,3,3,9,6,2.473,2.227,-0.556,4.667,-1.649,2.681,-0.978,-372.552,4Au_e
4,4,5,1,3,9,3,2.859,2.637,-0.095,4.292,-1.649,-2.271,-2.217,-377.504,4Au_e
4,3,4,0,3,1,0,3.263,3.062,0.367,2.562,-1.649,-2.58,-2.294,-377.813,4Au_e
4,0,0,0,3,0,0,3.68,3.495,0.828,0.75,-1.649,-1.812,-2.102,-377.045,4Au_e
4,0,0,0,3,0,0,4.106,3.935,1.289,0.75,-1.649,-1.102,-1.924,-376.335,4Au_e
4,4,7,4,3,11,4,2.395,2.116,-0.556,6.354,-1.649,1.631,-1.241,-373.602,4Au_e
4,4,4,1,3,6,4,2.788,2.543,-0.095,3.938,-1.649,-2.589,-2.296,-377.822,4Au_e
4,3,2,0,3,3,0,3.199,2.98,0.367,1.854,-1.649,-2.704,-2.325,-377.937,4Au_e
4,0,0,0,3,0,0,3.622,3.423,0.828,0.75,-1.649,-1.914,-2.127,-377.147,4Au_e
4,4,6,4,3,10,4,2.27,2.227,-0.556,5.25,-1.649,2.901,-0.923,-372.332,4Au_e
4,4,5,0,3,6,4,2.681,2.636,-0.095,2.917,-1.649,-2.019,-2.154,-377.252,4Au_e
4,4,4,0,3,4,0,3.106,3.059,0.367,2.167,-1.649,-2.452,-2.262,-377.685,4Au_e
4,0,0,0,3,0,0,3.541,3.492,0.828,0.75,-1.649,-1.767,-2.09,-377,4Au_e
4,0,0,0,3,0,0,3.981,3.931,1.289,0.75,-1.649,-1.091,-1.921,-376.324,4Au_e
4,4,6,3,3,8,6,2.314,2.303,-0.556,4.667,-1.649,3.451,-0.786,-371.782,4Au_e
4,4,5,0,3,7,3,2.721,2.702,-0.095,3.354,-1.649,-1.896,-2.123,-377.129,4Au_e
4,3,4,0,3,2,0,3.142,3.117,0.367,2.167,-1.649,-2.408,-2.251,-377.641,4Au_e
4,0,0,0,3,0,0,3.572,3.544,0.828,0.75,-1.649,-1.75,-2.086,-376.983,4Au_e
4,0,0,0,3,0,0,4.009,3.978,1.289,0.75,-1.649,-1.087,-1.92,-376.32,4Au_e
4,4,6,1,3,8,5,2.282,2.42,-0.556,4.292,-1.649,3.709,-0.721,-371.524,4Au_e
4,4,6,0,3,6,1,2.693,2.804,-0.095,3.708,-1.649,-1.852,-2.112,-377.085,4Au_e
4,4,4,0,3,3,0,3.118,3.207,0.367,2.167,-1.649,-2.502,-2.274,-377.735,4Au_e
4,0,0,0,3,0,0,3.551,3.624,0.828,0.75,-1.649,-1.745,-2.085,-376.978,4Au_e
4,0,0,0,3,0,0,3.99,4.05,1.289,0.75,-1.649,-1.086,-1.92,-376.319,4Au_e
4,4,6,4,3,10,6,2.272,2.225,-0.556,5.25,-1.649,2.54,-1.014,-372.693,4Au_e
4,4,5,0,3,6,4,2.683,2.634,-0.095,3.313,-1.649,-2.161,-2.189,-377.394,4Au_e
4,4,4,0,3,4,0,3.107,3.058,0.367,2.167,-1.649,-2.514,-2.277,-377.747,4Au_e
4,0,0,0,3,0,0,3.541,3.491,0.828,0.75,-1.649,-1.757,-2.088,-376.99,4Au_e
