N,infa_C_Au,infa_S_Mg,infa_S_O,cc,cs_Mg,cs_O,ave_GCN,csDist_Mg,csDist_O,Zdist,Ecoh,Eadh,Eb,Etot,Config
1,1,1,0,0,1,0,1.972,2.855,-0.556,1.167,-0.001,1.304,1.303,-367.335,1Au
1,1,1,0,0,1,0,2.433,3.184,-0.095,1.167,-0.001,-0.663,-0.665,-369.303,1Au
1,1,1,0,0,1,0,2.895,3.542,0.367,1.167,-0.001,-0.747,-0.748,-369.386,1Au
1,0,0,0,0,0,0,3.356,3.922,0.828,0,-0.001,-0.563,-0.564,-369.202,1Au
1,0,0,0,0,0,0,3.817,4.317,1.289,0,-0.001,-0.348,-0.35,-368.988,1Au
1,1,1,0,0,1,1,2.017,2.558,-0.556,1.167,-0.001,0.922,0.921,-367.717,1Au
1,1,1,0,0,1,0,2.47,2.92,-0.095,1.167,-0.001,-0.743,-0.744,-369.382,1Au
1,1,1,0,0,1,0,2.925,3.307,0.367,1.167,-0.001,-0.773,-0.775,-369.413,1Au
1,0,0,0,0,0,0,3.382,3.711,0.828,0,-0.001,-0.569,-0.57,-369.209,1Au
1,0,0,0,0,0,0,3.84,4.127,1.289,0,-0.001,-0.348,-0.349,-368.987,1Au
1,1,2,0,0,2,2,2.061,2.593,-0.556,2.333,-0.001,0.631,0.63,-368.008,1Au
1,1,1,0,0,1,0,2.506,2.951,-0.095,1.167,-0.001,-0.8,-0.801,-369.439,1Au
1,1,1,0,0,1,0,2.956,3.334,0.367,1.167,-0.001,-0.795,-0.796,-369.434,1Au
1,0,0,0,0,0,0,3.409,3.735,0.828,0,-0.001,-0.574,-0.575,-369.213,1Au
1,0,0,0,0,0,0,3.864,4.149,1.289,0,-0.001,-0.348,-0.349,-368.987,1Au
1,0,0,0,0,0,0,4.044,3.882,1.289,0,-0.001,-0.349,-0.35,-368.988,1Au
1,1,2,1,0,2,2,2.492,2.262,-0.556,2.833,-0.001,-0.455,-0.456,-369.094,1Au
1,1,2,0,0,2,1,2.871,2.664,-0.095,2.333,-0.001,-1.033,-1.035,-369.673,1Au
1,1,2,0,0,0,0,3.271,3.084,0.367,2.333,-0.001,-0.892,-0.894,-369.532,1Au
1,0,0,0,0,0,0,3.686,3.513,0.828,0,-0.001,-0.596,-0.597,-369.235,1Au
1,0,0,0,0,0,0,4.11,3.95,1.289,0,-0.001,-0.365,-0.366,-369.004,1Au
1,1,2,0,0,2,2,2.306,2.451,-0.556,2.333,-0.001,-0.247,-0.248,-368.886,1Au
1,1,2,0,0,2,0,2.711,2.827,-0.095,2.333,-0.001,-0.975,-0.977,-369.615,1Au
1,1,1,0,0,1,0,3.132,3.225,0.367,1.167,-0.001,-0.87,-0.871,-369.509,1Au
1,0,0,0,0,0,0,3.562,3.638,0.828,0,-0.001,-0.591,-0.592,-369.231,1Au
1,0,0,0,0,0,0,4,4.062,1.289,0,-0.001,-0.348,-0.349,-368.987,1Au
1,1,4,1,0,4,1,2.597,1.966,-0.556,5.167,-0.001,-0.557,-0.559,-369.197,1Au
1,1,3,1,0,1,1,2.963,2.418,-0.095,4,-0.001,-1.25,-1.251,-369.889,1Au
1,0,0,0,0,0,0,3.352,2.874,0.367,0,-0.001,-0.966,-0.967,-369.605,1Au
1,0,0,0,0,0,0,3.758,3.331,0.828,0,-0.001,-0.607,-0.608,-369.246,1Au
1,0,0,0,0,0,0,4.175,3.789,1.289,0,-0.001,-0.35,-0.351,-368.989,1Au
1,1,4,1,0,2,1,2.631,2.011,-0.556,5.167,-0.001,-0.607,-0.608,-369.246,1Au
1,1,2,0,0,2,1,2.993,2.455,-0.095,2.333,-0.001,-1.208,-1.209,-369.847,1Au
1,0,0,0,0,0,0,3.379,2.905,0.367,0,-0.001,-0.95,-0.951,-369.589,1Au
1,0,0,0,0,0,0,3.781,3.357,0.828,0,-0.001,-0.605,-0.606,-369.244,1Au
1,0,0,0,0,0,0,4.196,3.812,1.289,0,-0.001,-0.35,-0.351,-368.989,1Au
1,1,2,0,0,2,1,2.776,2.562,-0.095,2.333,-0.001,-1.092,-1.093,-369.732,1Au
1,1,1,0,0,1,0,3.188,2.995,0.367,1.167,-0.001,-0.907,-0.908,-369.546,1Au
1,0,0,0,0,0,0,3.612,3.436,0.828,0,-0.001,-0.598,-0.599,-369.237,1Au
1,0,0,0,0,0,0,4.044,3.882,1.289,0,-0.001,-0.349,-0.35,-368.988,1Au
1,1,2,1,0,2,2,2.187,2.339,-0.556,2.833,-0.001,-0.008,-0.009,-368.647,1Au
1,1,2,0,0,2,1,2.61,2.731,-0.095,2.333,-0.001,-0.938,-0.94,-369.578,1Au
1,1,1,0,0,1,0,3.045,3.141,0.367,1.167,-0.001,-0.848,-0.849,-369.487,1Au
1,0,0,0,0,0,0,3.486,3.564,0.828,0,-0.001,-0.586,-0.587,-369.225,1Au
1,0,0,0,0,0,0,3.932,3.995,1.289,0,-0.001,-0.348,-0.35,-368.988,1Au
1,1,2,0,0,2,2,2.061,2.593,-0.556,2.333,-0.001,0.632,0.63,-368.008,1Au
1,1,1,0,0,1,0,2.506,2.951,-0.095,1.167,-0.001,-0.8,-0.801,-369.439,1Au
1,1,1,0,0,1,0,2.956,3.334,0.367,1.167,-0.001,-0.795,-0.796,-369.435,1Au
1,0,0,0,0,0,0,3.409,3.735,0.828,0,-0.001,-0.574,-0.575,-369.214,1Au
1,0,0,0,0,0,0,3.864,4.149,1.289,0,-0.001,-0.348,-0.349,-368.987,1Au
1,1,4,1,0,4,1,2.89,1.92,-0.556,5.167,-0.001,-0.473,-0.474,-369.112,1Au
1,1,4,1,0,4,1,3.223,2.381,-0.095,5.167,-0.001,-1.296,-1.297,-369.935,1Au
1,0,0,0,0,0,0,3.584,2.842,0.367,0,-0.001,-0.985,-0.987,-369.625,1Au
1,0,0,0,0,0,0,3.966,3.304,0.828,0,-0.001,-0.61,-0.611,-369.249,1Au
1,0,0,0,0,0,0,4.363,3.765,1.289,0,-0.001,-0.351,-0.353,-368.991,1Au
1,1,4,1,0,4,1,2.597,1.966,-0.556,5.167,-0.001,-0.558,-0.559,-369.197,1Au
1,1,3,1,0,1,1,2.963,2.418,-0.095,4,-0.001,-1.25,-1.251,-369.889,1Au
1,0,0,0,0,0,0,3.352,2.874,0.367,0,-0.001,-0.966,-0.967,-369.605,1Au
1,0,0,0,0,0,0,3.758,3.331,0.828,0,-0.001,-0.618,-0.619,-369.257,1Au
1,1,3,1,0,3,1,2.344,2.098,-0.556,4,-0.001,-0.487,-0.488,-369.126,1Au
1,1,1,0,0,1,1,2.744,2.527,-0.095,1.167,-0.001,-1.117,-1.118,-369.757,1Au
1,1,1,0,0,1,0,3.16,2.965,0.367,1.167,-0.001,-0.911,-0.912,-369.55,1Au
1,0,0,0,0,0,0,3.587,3.41,0.828,0,-0.001,-0.598,-0.6,-369.238,1Au
1,0,0,0,0,0,0,4.022,3.859,1.289,0,-0.001,-0.349,-0.35,-368.989,1Au
1,1,3,1,0,3,1,2.145,2.301,-0.556,4,-0.001,0.104,0.102,-368.536,1Au
1,1,1,0,0,1,1,2.576,2.698,-0.095,1.167,-0.001,-0.927,-0.928,-369.566,1Au
1,1,1,0,0,1,0,3.015,3.112,0.367,1.167,-0.001,-0.838,-0.839,-369.477,1Au
1,0,0,0,0,0,0,3.461,3.539,0.828,0,-0.001,-0.583,-0.585,-369.223,1Au
1,0,0,0,0,0,0,3.91,3.973,1.289,0,-0.001,-0.349,-0.35,-368.988,1Au
1,1,1,0,0,1,1,2.017,2.558,-0.556,1.167,-0.001,0.922,0.921,-367.717,1Au
1,1,1,0,0,1,0,2.47,2.92,-0.095,1.167,-0.001,-0.743,-0.744,-369.382,1Au
1,1,1,0,0,1,0,2.925,3.307,0.367,1.167,-0.001,-0.774,-0.775,-369.413,1Au
1,0,0,0,0,0,0,3.382,3.711,0.828,0,-0.001,-0.569,-0.57,-369.209,1Au
1,0,0,0,0,0,0,3.84,4.127,1.289,0,-0.001,-0.348,-0.349,-368.987,1Au
1,1,1,0,0,1,0,1.972,2.855,-0.556,1.167,-0.001,1.304,1.303,-367.335,1Au
1,1,1,0,0,1,0,2.433,3.184,-0.095,1.167,-0.001,-0.664,-0.665,-369.303,1Au
1,1,1,0,0,1,0,2.895,3.542,0.367,1.167,-0.001,-0.747,-0.748,-369.386,1Au
1,0,0,0,0,0,0,3.356,3.922,0.828,0,-0.001,-0.563,-0.564,-369.203,1Au
1,0,0,0,0,0,0,3.817,4.317,1.289,0,-0.001,-0.348,-0.349,-368.987,1Au
1,1,3,1,0,3,1,2.145,2.301,-0.556,4,-0.001,0.103,0.102,-368.536,1Au
1,0,0,0,0,0,0,3.612,3.436,0.828,0,-0.001,-0.598,-0.599,-369.237,1Au
1,1,3,1,0,2,1,2.382,2.14,-0.556,4,-0.001,-0.507,-0.509,-369.147,1Au
1,0,0,0,0,0,0,4.175,3.789,1.289,0,-0.001,-0.35,-0.351,-368.989,1Au
1,1,1,0,0,1,1,2.576,2.698,-0.095,1.167,-0.001,-0.927,-0.928,-369.566,1Au
1,1,1,0,0,1,0,3.015,3.112,0.367,1.167,-0.001,-0.838,-0.839,-369.477,1Au
1,0,0,0,0,0,0,3.461,3.539,0.828,0,-0.001,-0.583,-0.585,-369.223,1Au
1,1,2,1,0,2,2,2.187,2.339,-0.556,2.833,-0.001,-0.008,-0.009,-368.647,1Au
1,1,2,0,0,2,1,2.61,2.731,-0.095,2.333,-0.001,-0.938,-0.94,-369.578,1Au
1,1,1,0,0,1,0,3.045,3.141,0.367,1.167,-0.001,-0.848,-0.849,-369.487,1Au
1,0,0,0,0,0,0,3.486,3.564,0.828,0,-0.001,-0.589,-0.59,-369.228,1Au
1,0,0,0,0,0,0,3.932,3.995,1.289,0,-0.001,-0.348,-0.35,-368.988,1Au
1,1,2,0,0,2,2,2.306,2.451,-0.556,2.333,-0.001,-0.247,-0.248,-368.886,1Au
1,1,2,0,0,2,0,2.711,2.827,-0.095,2.333,-0.001,-0.975,-0.977,-369.615,1Au
1,1,1,0,0,1,0,3.132,3.225,0.367,1.167,-0.001,-0.87,-0.871,-369.509,1Au
1,0,0,0,0,0,0,3.562,3.638,0.828,0,-0.001,-0.591,-0.592,-369.23,1Au
1,0,0,0,0,0,0,4,4.062,1.289,0,-0.001,-0.348,-0.349,-368.987,1Au
1,1,3,1,0,3,1,2.344,2.098,-0.556,4,-0.001,-0.487,-0.488,-369.126,1Au
1,1,1,0,0,1,1,2.744,2.527,-0.095,1.167,-0.001,-1.117,-1.119,-369.757,1Au
1,1,1,0,0,1,0,3.16,2.965,0.367,1.167,-0.001,-0.911,-0.912,-369.551,1Au
1,0,0,0,0,0,0,3.587,3.41,0.828,0,-0.001,-0.598,-0.599,-369.237,1Au
1,0,0,0,0,0,0,4.022,3.859,1.289,0,-0.001,-0.349,-0.35,-368.989,1Au
1,1,3,1,0,2,1,2.382,2.14,-0.556,4,-0.001,-0.507,-0.509,-369.147,1Au
1,1,2,0,0,2,1,2.776,2.562,-0.095,2.333,-0.001,-1.092,-1.094,-369.732,1Au
1,1,1,0,0,1,0,3.188,2.995,0.367,1.167,-0.001,-0.906,-0.908,-369.546,1Au
2,1,1,0,1,1,0,3.242,3.896,0.715,0.708,-1.149,1.288,-0.505,-369.648,2Au
2,1,1,0,1,1,0,3.704,4.27,1.176,0.708,-1.149,-0.588,-1.443,-371.524,2Au
2,1,1,0,1,1,0,4.165,4.663,1.637,0.708,-1.149,-0.719,-1.508,-371.655,2Au
2,0,0,0,1,0,0,4.626,5.068,2.099,0.083,-1.149,-0.576,-1.437,-371.512,2Au
2,0,0,0,1,0,0,5.088,5.484,2.56,0.083,-1.149,-0.278,-1.288,-371.214,2Au
2,1,1,0,1,1,1,3.275,3.664,0.715,0.708,-1.149,0.837,-0.73,-370.099,2Au
2,1,1,0,1,1,0,3.731,4.062,1.176,0.708,-1.149,-0.728,-1.513,-371.664,2Au
2,1,1,0,1,1,0,4.189,4.475,1.637,0.708,-1.149,-0.778,-1.538,-371.714,2Au
2,0,0,0,1,0,0,4.647,4.898,2.099,0.083,-1.149,-0.596,-1.447,-371.532,2Au
2,0,0,0,1,0,0,5.106,5.328,2.56,0.083,-1.149,-0.35,-1.324,-371.286,2Au
2,1,2,0,1,2,2,3.306,3.691,0.715,1.333,-1.149,0.542,-0.878,-370.394,2Au
2,1,1,0,1,1,0,3.758,4.086,1.176,0.708,-1.149,-0.83,-1.564,-371.766,2Au
2,1,1,0,1,1,0,4.212,4.496,1.637,0.708,-1.149,-0.823,-1.561,-371.759,2Au
2,0,0,0,1,0,0,4.668,4.917,2.099,0.083,-1.149,-0.609,-1.454,-371.545,2Au
2,0,0,0,1,0,0,5.271,5.129,2.56,0.083,-1.149,-0.317,-1.307,-371.253,2Au
2,1,2,1,1,2,2,3.628,3.44,0.715,1.625,-1.149,-0.897,-1.598,-371.833,2Au
2,1,2,0,1,2,1,4.037,3.865,1.176,1.333,-1.149,-1.282,-1.79,-372.218,2Au
2,1,2,0,1,0,0,4.458,4.299,1.637,1.333,-1.149,-1.039,-1.668,-371.975,2Au
2,0,0,0,1,0,0,4.888,4.74,2.099,0.083,-1.149,-0.686,-1.492,-371.622,2Au
2,0,0,0,1,0,0,5.324,5.184,2.56,0.083,-1.149,-0.413,-1.355,-371.349,2Au
2,1,2,0,1,2,2,3.487,3.583,0.715,1.333,-1.149,-0.604,-1.451,-371.54,2Au
2,1,2,0,1,2,0,3.913,3.99,1.176,1.333,-1.149,-1.169,-1.734,-372.105,2Au
2,1,1,0,1,1,0,4.349,4.41,1.637,0.708,-1.149,-0.974,-1.636,-371.91,2Au
2,0,0,0,1,0,0,4.79,4.839,2.099,0.083,-1.149,-0.669,-1.484,-371.605,2Au
2,0,0,0,1,0,0,5.235,5.275,2.56,0.083,-1.149,-0.307,-1.303,-371.243,2Au
2,1,4,1,1,4,1,3.708,3.223,0.715,2.875,-1.149,-1.369,-1.834,-372.305,2Au
2,1,3,1,1,1,1,4.108,3.679,1.176,2.25,-1.149,-1.708,-2.003,-372.644,2Au
2,0,0,0,1,0,0,4.522,4.137,1.637,0.083,-1.149,-1.22,-1.759,-372.156,2Au
2,0,0,0,1,0,0,4.946,4.595,2.099,0.083,-1.149,-0.748,-1.523,-371.684,2Au
2,0,0,0,1,0,0,5.377,5.055,2.56,0.083,-1.149,-0.402,-1.35,-371.338,2Au
2,1,4,1,1,2,1,3.735,3.256,0.715,2.875,-1.149,-1.332,-1.815,-372.268,2Au
2,1,2,0,1,2,1,4.132,3.707,1.176,1.333,-1.149,-1.622,-1.96,-372.558,2Au
2,0,0,0,1,0,0,4.543,4.161,1.637,0.083,-1.149,-1.19,-1.744,-372.126,2Au
2,0,0,0,1,0,0,4.965,4.616,2.099,0.083,-1.149,-0.734,-1.516,-371.67,2Au
2,0,0,0,1,0,0,5.394,5.073,2.56,0.083,-1.149,-0.397,-1.348,-371.333,2Au
2,1,2,0,1,2,1,3.963,3.787,1.176,1.333,-1.149,-1.389,-1.843,-372.325,2Au
2,1,1,0,1,1,0,4.393,4.231,1.637,0.708,-1.149,-1.081,-1.689,-372.017,2Au
2,0,0,0,1,0,0,4.829,4.678,2.099,0.083,-1.149,-0.697,-1.498,-371.633,2Au
2,0,0,0,1,0,0,5.271,5.129,2.56,0.083,-1.149,-0.324,-1.311,-371.26,2Au
2,1,2,1,1,2,2,3.399,3.498,0.715,1.625,-1.149,-0.308,-1.303,-371.244,2Au
2,1,2,0,1,2,1,3.837,3.915,1.176,1.333,-1.149,-1.087,-1.693,-372.023,2Au
2,1,1,0,1,1,0,4.281,4.344,1.637,0.708,-1.149,-0.921,-1.609,-371.857,2Au
2,0,0,0,1,0,0,4.729,4.78,2.099,0.083,-1.149,-0.653,-1.475,-371.589,2Au
2,0,0,0,1,0,0,5.18,5.221,2.56,0.083,-1.149,-0.303,-1.3,-371.239,2Au
2,1,2,0,1,2,2,3.306,3.691,0.715,1.333,-1.149,0.489,-0.904,-370.447,2Au
2,1,1,0,1,1,0,3.758,4.086,1.176,0.708,-1.149,-0.832,-1.565,-371.768,2Au
2,1,1,0,1,1,0,4.212,4.496,1.637,0.708,-1.149,-0.823,-1.561,-371.759,2Au
2,0,0,0,1,0,0,4.668,4.917,2.099,0.083,-1.149,-0.612,-1.455,-371.548,2Au
2,0,0,0,1,0,0,5.125,5.346,2.56,0.083,-1.149,-0.355,-1.326,-371.291,2Au
2,1,4,1,1,4,1,4.314,3.652,1.176,2.875,-1.149,-1.761,-2.03,-372.697,2Au
2,0,0,0,1,0,0,4.708,4.113,1.637,0.083,-1.149,-1.253,-1.775,-372.189,2Au
2,0,0,0,1,0,0,5.115,4.574,2.099,0.083,-1.149,-0.764,-1.531,-371.7,2Au
2,0,0,0,1,0,0,5.532,5.036,2.56,0.083,-1.149,-0.348,-1.323,-371.284,2Au
2,1,4,1,1,4,1,3.708,3.223,0.715,2.875,-1.149,-1.369,-1.834,-372.305,2Au
2,1,3,1,1,1,1,4.108,3.679,1.176,2.25,-1.149,-1.71,-2.004,-372.646,2Au
2,0,0,0,1,0,0,4.522,4.137,1.637,0.083,-1.149,-1.22,-1.759,-372.156,2Au
2,0,0,0,1,0,0,4.946,4.595,2.099,0.083,-1.149,-0.748,-1.523,-371.684,2Au
2,1,3,1,1,3,1,3.368,3.469,0.715,2.25,-1.149,-0.178,-1.238,-371.114,2Au
2,1,1,0,1,1,1,3.811,3.89,1.176,0.708,-1.149,-1.062,-1.68,-371.998,2Au
2,1,1,0,1,1,0,4.258,4.322,1.637,0.708,-1.149,-0.922,-1.61,-371.858,2Au
2,0,0,0,1,0,0,4.709,4.76,2.099,0.083,-1.149,-0.644,-1.471,-371.58,2Au
2,0,0,0,1,0,0,5.162,5.203,2.56,0.083,-1.149,-0.401,-1.349,-371.337,2Au
2,1,2,1,1,2,2,3.399,3.498,0.715,1.625,-1.149,-0.308,-1.303,-371.244,2Au
2,1,2,0,1,2,1,3.837,3.915,1.176,1.333,-1.149,-1.09,-1.694,-372.026,2Au
2,1,1,0,1,1,0,4.281,4.344,1.637,0.708,-1.149,-0.941,-1.619,-371.877,2Au
2,0,0,0,1,0,0,4.729,4.78,2.099,0.083,-1.149,-0.65,-1.474,-371.586,2Au
2,0,0,0,1,0,0,5.18,5.221,2.56,0.083,-1.149,-0.303,-1.301,-371.239,2Au
2,1,2,0,1,2,2,3.487,3.583,0.715,1.333,-1.149,-0.545,-1.421,-371.481,2Au
2,1,2,0,1,2,0,3.913,3.99,1.176,1.333,-1.149,-1.167,-1.732,-372.103,2Au
2,1,1,0,1,1,0,4.349,4.41,1.637,0.708,-1.149,-0.987,-1.643,-371.923,2Au
2,0,0,0,1,0,0,4.79,4.839,2.099,0.083,-1.149,-0.669,-1.484,-371.605,2Au
2,0,0,0,1,0,0,5.235,5.275,2.56,0.083,-1.149,-0.308,-1.303,-371.244,2Au
2,1,3,1,1,3,1,3.516,3.319,0.715,2.25,-1.149,-1.047,-1.672,-371.983,2Au
2,1,1,0,1,1,1,3.939,3.76,1.176,0.708,-1.149,-1.431,-1.864,-372.367,2Au
2,1,1,0,1,1,0,4.371,4.207,1.637,0.708,-1.149,-1.178,-1.738,-372.114,2Au
2,0,0,0,1,0,0,4.809,4.658,2.099,0.083,-1.149,-0.707,-1.502,-371.643,2Au
2,0,0,0,1,0,0,5.253,5.111,2.56,0.083,-1.149,-0.323,-1.31,-371.259,2Au
2,1,3,1,1,2,1,3.544,3.35,0.715,2.25,-1.149,-1.026,-1.662,-371.962,2Au
2,1,2,0,1,2,1,3.963,3.787,1.176,1.333,-1.149,-1.388,-1.843,-372.324,2Au
2,1,1,0,1,1,0,4.393,4.231,1.637,0.708,-1.149,-1.077,-1.687,-372.013,2Au
2,0,0,0,1,0,0,5.125,5.346,2.56,0.083,-1.149,-0.39,-1.344,-371.326,2Au
2,0,0,0,1,0,0,4.829,4.678,2.099,0.083,-1.149,-0.7,-1.499,-371.636,2Au
2,1,3,1,1,2,1,3.544,3.35,0.715,2.25,-1.149,-1.026,-1.662,-371.962,2Au
2,0,0,0,1,0,0,5.377,5.055,2.56,0.083,-1.149,-0.402,-1.35,-371.338,2Au
2,1,3,1,1,3,1,3.516,3.319,0.715,2.25,-1.149,-1.046,-1.672,-371.982,2Au
2,1,1,0,1,1,1,3.939,3.76,1.176,0.708,-1.149,-1.433,-1.865,-372.369,2Au
2,1,1,0,1,1,0,4.371,4.207,1.637,0.708,-1.149,-1.091,-1.694,-372.027,2Au
2,0,0,0,1,0,0,4.809,4.658,2.099,0.083,-1.149,-0.705,-1.501,-371.641,2Au
2,0,0,0,1,0,0,5.253,5.111,2.56,0.083,-1.149,-0.323,-1.31,-371.259,2Au
2,1,3,1,1,3,1,3.368,3.469,0.715,2.25,-1.149,-0.177,-1.237,-371.113,2Au
2,1,1,0,1,1,1,3.811,3.89,1.176,0.708,-1.149,-1.06,-1.679,-371.996,2Au
2,1,1,0,1,1,0,4.258,4.322,1.637,0.708,-1.149,-0.922,-1.61,-371.858,2Au
2,0,0,0,1,0,0,4.709,4.76,2.099,0.083,-1.149,-0.646,-1.472,-371.582,2Au
2,0,0,0,1,0,0,5.162,5.203,2.56,0.083,-1.149,-0.301,-1.3,-371.237,2Au
2,1,1,0,1,1,1,3.275,3.664,0.715,0.708,-1.149,0.823,-0.737,-370.113,2Au
2,1,1,0,1,1,0,3.731,4.062,1.176,0.708,-1.149,-0.726,-1.512,-371.662,2Au
2,1,1,0,1,1,0,4.189,4.475,1.637,0.708,-1.149,-0.777,-1.537,-371.712,2Au
2,0,0,0,1,0,0,4.647,4.898,2.099,0.083,-1.149,-0.594,-1.446,-371.53,2Au
2,0,0,0,1,0,0,5.106,5.328,2.56,0.083,-1.149,-0.35,-1.324,-371.286,2Au
2,1,1,0,1,1,0,3.242,3.896,0.715,0.708,-1.149,1.288,-0.505,-369.648,2Au
2,1,1,0,1,1,0,3.704,4.27,1.176,0.708,-1.149,-0.59,-1.444,-371.526,2Au
2,1,1,0,1,1,0,4.165,4.663,1.637,0.708,-1.149,-0.715,-1.506,-371.651,2Au
2,0,0,0,1,0,0,4.626,5.068,2.099,0.083,-1.149,-0.575,-1.437,-371.511,2Au
2,0,0,0,1,0,0,5.088,5.484,2.56,0.083,-1.149,-0.26,-1.279,-371.196,2Au
3,1,1,0,2,1,0,3.564,3.635,0.827,0.778,-1.2,0.94,-0.887,-371.298,3Au
3,1,1,0,2,1,0,4.005,4.05,1.289,0.778,-1.2,-0.847,-1.482,-373.085,3Au
3,1,1,0,2,1,0,4.45,4.475,1.75,0.778,-1.2,-0.856,-1.485,-373.094,3Au
3,0,0,0,2,0,0,4.897,4.908,2.211,0.333,-1.2,-0.688,-1.429,-372.926,3Au
3,0,0,0,2,0,0,5.346,5.346,2.673,0.333,-1.2,-0.494,-1.365,-372.732,3Au
3,1,1,0,2,1,1,3.588,3.548,0.827,0.778,-1.2,0.48,-1.04,-371.758,3Au
3,1,1,0,2,1,0,4.026,3.973,1.289,0.778,-1.2,-0.975,-1.525,-373.213,3Au
3,1,1,0,2,1,0,4.468,4.407,1.75,0.778,-1.2,-0.905,-1.502,-373.143,3Au
3,0,0,0,2,0,0,4.913,4.847,2.211,0.333,-1.2,-0.693,-1.431,-372.931,3Au
3,0,0,0,2,0,0,5.361,5.291,2.673,0.333,-1.2,-0.498,-1.366,-372.736,3Au
3,1,2,0,2,2,2,3.566,3.575,0.827,1.222,-1.2,0.157,-1.147,-372.081,3Au
3,1,1,0,2,1,0,4.005,3.997,1.289,0.778,-1.2,-1.056,-1.552,-373.294,3Au
3,1,1,0,2,1,0,4.448,4.428,1.75,0.778,-1.2,-0.938,-1.513,-373.176,3Au
3,0,0,0,2,0,0,4.894,4.866,2.211,0.333,-1.2,-0.701,-1.434,-372.939,3Au
3,0,0,0,2,0,0,5.343,5.292,2.673,0.333,-1.2,-0.52,-1.373,-372.758,3Au
3,1,2,1,2,2,2,3.649,3.54,0.827,1.444,-1.2,-1.152,-1.584,-373.39,3Au
3,1,2,0,2,2,1,4.071,3.97,1.289,1.222,-1.2,-1.426,-1.675,-373.664,3Au
3,1,2,0,2,0,0,4.503,4.407,1.75,1.222,-1.2,-1.143,-1.581,-373.381,3Au
3,0,0,0,2,0,0,4.94,4.849,2.211,0.333,-1.2,-0.774,-1.458,-373.012,3Au
3,0,0,0,2,0,0,5.382,5.295,2.673,0.333,-1.2,-0.516,-1.372,-372.754,3Au
3,1,2,0,2,2,2,3.588,3.603,0.827,1.222,-1.2,-0.901,-1.5,-373.139,3Au
3,1,2,0,2,2,0,4.019,4.023,1.289,1.222,-1.2,-1.339,-1.646,-373.577,3Au
3,1,1,0,2,1,0,4.457,4.454,1.75,0.778,-1.2,-1.105,-1.568,-373.343,3Au
3,0,0,0,2,0,0,4.9,4.891,2.211,0.333,-1.2,-0.743,-1.448,-372.981,3Au
3,0,0,0,2,0,0,5.346,5.332,2.673,0.333,-1.2,-0.512,-1.371,-372.75,3Au
3,1,4,1,2,4,1,3.6,3.544,0.827,2.333,-1.2,-1.469,-1.69,-373.707,3Au
3,1,3,1,2,1,1,4.026,3.981,1.289,1.889,-1.2,-1.763,-1.788,-374.001,3Au
3,0,0,0,2,0,0,4.46,4.423,1.75,0.333,-1.2,-1.281,-1.627,-373.519,3Au
3,0,0,0,2,0,0,4.901,4.867,2.211,0.333,-1.2,-0.8,-1.467,-373.038,3Au
3,0,0,0,2,0,0,5.345,5.315,2.673,0.333,-1.2,-0.535,-1.378,-372.773,3Au
3,1,4,1,2,2,1,3.626,3.51,0.827,2.333,-1.2,-1.447,-1.682,-373.685,3Au
3,1,2,0,2,2,1,4.049,3.949,1.289,1.222,-1.2,-1.69,-1.763,-373.928,3Au
3,0,0,0,2,0,0,4.481,4.392,1.75,0.333,-1.2,-1.212,-1.604,-373.45,3Au
3,0,0,0,2,0,0,4.919,4.838,2.211,0.333,-1.2,-0.788,-1.463,-373.026,3Au
3,0,0,0,2,0,0,5.362,5.287,2.673,0.333,-1.2,-0.532,-1.377,-372.77,3Au
3,1,2,0,2,2,1,4.016,3.959,1.289,1.222,-1.2,-1.434,-1.678,-373.672,3Au
3,1,1,0,2,1,0,4.453,4.399,1.75,0.778,-1.2,-1.129,-1.576,-373.367,3Au
3,0,0,0,2,0,0,4.895,4.843,2.211,0.333,-1.2,-0.764,-1.455,-373.002,3Au
3,0,0,0,2,0,0,5.342,5.291,2.673,0.333,-1.2,-0.519,-1.373,-372.757,3Au
3,1,2,1,2,2,2,3.574,3.538,0.827,1.444,-1.2,-0.486,-1.362,-372.724,3Au
3,1,2,0,2,2,1,4.008,3.967,1.289,1.222,-1.2,-1.256,-1.619,-373.494,3Au
3,1,1,0,2,1,0,4.449,4.403,1.75,0.778,-1.2,-1.027,-1.542,-373.265,3Au
3,0,0,0,2,0,0,4.893,4.845,2.211,0.333,-1.2,-0.731,-1.443,-372.969,3Au
3,0,0,0,2,0,0,5.341,5.291,2.673,0.333,-1.2,-0.509,-1.37,-372.747,3Au
3,1,2,0,2,2,2,3.56,3.579,0.827,1.222,-1.2,0.164,-1.145,-372.074,3Au
3,1,1,0,2,1,0,3.999,4.001,1.289,0.778,-1.2,-1.052,-1.551,-373.29,3Au
3,1,1,0,2,1,0,4.442,4.432,1.75,0.778,-1.2,-0.971,-1.524,-373.209,3Au
3,0,0,0,2,0,0,4.889,4.87,2.211,0.333,-1.2,-0.702,-1.434,-372.94,3Au
3,0,0,0,2,0,0,5.338,5.312,2.673,0.333,-1.2,-0.5,-1.366,-372.737,3Au
3,1,4,1,2,4,1,3.681,3.514,0.827,2.333,-1.2,-1.434,-1.678,-373.671,3Au
3,1,4,1,2,4,1,4.098,3.955,1.289,2.333,-1.2,-1.832,-1.811,-374.07,3Au
